x	y	z
40	232	13
41	232	2
42	232	1
43	232	0
44	232	10
45	232	3
46	232	0
47	232	3
48	232	6
49	232	1
50	232	10
51	232	14
52	232	1
53	232	1
54	232	2
55	232	1
56	232	2
57	232	1
58	232	2
59	232	1
60	232	1
61	232	4
62	232	1
63	232	1
64	232	1
65	232	0
66	232	2
67	232	1
68	232	9
69	232	2
70	232	10
71	232	13
72	232	1
73	232	0
74	232	1
75	232	1
76	232	1
77	232	1
78	232	0
79	232	1
80	232	1
81	232	1
82	232	1
83	232	1
84	232	1
85	232	7
86	232	1
87	232	2
88	232	5
89	232	2
90	232	0
91	232	2
92	232	2
93	232	4
94	232	3
95	232	2
96	232	1
97	232	2
98	232	11
99	232	7
100	232	19
101	232	0
102	232	14
103	232	6
104	232	8
105	232	2
106	232	1
107	232	1
108	232	2
109	232	2
110	232	1
111	232	2
112	232	2
113	232	1
114	232	1
115	232	1
116	232	3
117	232	2
118	232	2
119	232	0
120	232	1
121	232	2
122	232	3
123	232	0
124	232	2
125	232	1
126	232	1
127	232	8
128	232	8
129	232	1
130	232	1
131	232	0
132	232	0
133	232	2
134	232	0
135	232	1
136	232	1
137	232	1
138	232	1
139	232	0
140	232	3
141	232	1
142	232	1
143	232	0
144	232	1
145	232	1
146	232	1
147	232	1
148	232	1
149	232	2
150	232	0
151	232	0
152	232	0
153	232	13
154	232	2
155	232	0
156	232	1
157	232	0
158	232	2
159	232	9
160	232	1
161	232	2
162	232	3
163	232	21
164	232	22
165	232	0
166	232	9
167	232	1
168	232	0
169	232	0
170	232	10
171	232	0
172	232	0
173	232	1
174	232	3
175	232	0
176	232	2
177	232	1
178	232	1
179	232	0
180	232	2
181	232	1
182	232	2
183	232	7
184	232	5
185	232	0
186	232	2
187	232	0
188	232	1
189	232	0
190	232	10
191	232	4
192	232	5
193	232	1
194	232	2
195	232	1
196	232	0
197	232	5
198	232	7
199	232	0
200	232	1
201	232	0
202	232	2
203	232	0
204	232	16
205	232	2
206	232	3
207	232	1
208	232	1
209	232	0
210	232	4
211	232	2
212	232	9
213	232	0
214	232	2
215	232	1
216	232	0
217	232	0
218	232	4
219	232	2
220	232	4
221	232	5
222	232	3
223	232	0
224	232	4
225	232	3
226	232	7
227	232	15
228	232	1
229	232	1
230	232	11
231	232	2
232	232	4
233	232	1
234	232	7
235	232	3
236	232	2
237	232	4
238	232	12
239	232	5
240	232	4
241	232	1
242	232	6
243	232	3
244	232	6
245	232	2
246	232	6
247	232	5
248	232	4
249	232	3
250	232	7
251	232	6
252	232	14
253	232	30
254	232	30
255	232	1059
0	231	0.998969072164948
1	231	0.0257731958762887
2	231	0.00670103092783505
3	231	0.00463917525773196
4	231	0.00103092783505155
5	231	0.00103092783505155
6	231	0
7	231	0.00103092783505155
8	231	0.00103092783505155
9	231	0.000515463917525773
10	231	0.00154639175257732
11	231	0
12	231	0.00103092783505155
13	231	0.000515463917525773
14	231	0.000515463917525773
15	231	0.000515463917525773
16	231	0.00463917525773196
17	231	0.00206185567010309
18	231	0.00103092783505155
19	231	0.00103092783505155
20	231	0
21	231	0.000515463917525773
22	231	0
23	231	0.000515463917525773
24	231	1009
25	231	2
26	231	1
27	231	1
28	231	0
29	231	1
30	231	6
31	231	24
32	231	24
33	231	5
34	231	8
35	231	15
36	231	4
37	231	3
38	231	2
39	231	4
40	231	14
41	231	3
42	231	2
43	231	1
44	231	11
45	231	4
46	231	1
47	231	4
48	231	7
49	231	0
50	231	11
51	231	15
52	231	2
53	231	0
54	231	1
55	231	0
56	231	1
57	231	0
58	231	1
59	231	0
60	231	0
61	231	5
62	231	2
63	231	0
64	231	0
65	231	1
66	231	3
67	231	0
68	231	10
69	231	3
70	231	11
71	231	14
72	231	0
73	231	1
74	231	0
75	231	0
76	231	0
77	231	2
78	231	1
79	231	2
80	231	0
81	231	2
82	231	2
83	231	2
84	231	2
85	231	8
86	231	0
87	231	1
88	231	6
89	231	3
90	231	1
91	231	1
92	231	1
93	231	5
94	231	4
95	231	1
96	231	0
97	231	1
98	231	12
99	231	8
100	231	20
101	231	1
102	231	15
103	231	7
104	231	9
105	231	1
106	231	0
107	231	0
108	231	1
109	231	1
110	231	2
111	231	1
112	231	1
113	231	0
114	231	0
115	231	0
116	231	2
117	231	1
118	231	1
119	231	1
120	231	0
121	231	1
122	231	4
123	231	1
124	231	1
125	231	0
126	231	2
127	231	9
128	231	9
129	231	0
130	231	2
131	231	1
132	231	1
133	231	3
134	231	1
135	231	2
136	231	0
137	231	0
138	231	0
139	231	1
140	231	4
141	231	2
142	231	2
143	231	1
144	231	2
145	231	0
146	231	2
147	231	0
148	231	0
149	231	1
150	231	1
151	231	1
152	231	1
153	231	14
154	231	3
155	231	1
156	231	2
157	231	1
158	231	3
159	231	10
160	231	2
161	231	3
162	231	4
163	231	22
164	231	23
165	231	1
166	231	10
167	231	0
168	231	1
169	231	1
170	231	11
171	231	1
172	231	1
173	231	0
174	231	4
175	231	1
176	231	3
177	231	0
178	231	2
179	231	1
180	231	3
181	231	0
182	231	3
183	231	8
184	231	6
185	231	1
186	231	3
187	231	1
188	231	2
189	231	1
190	231	11
191	231	5
192	231	6
193	231	0
194	231	3
195	231	0
196	231	1
197	231	6
198	231	8
199	231	1
200	231	2
201	231	1
202	231	3
203	231	1
204	231	17
205	231	3
206	231	4
207	231	2
208	231	0
209	231	1
210	231	5
211	231	3
212	231	10
213	231	1
214	231	3
215	231	2
216	231	1
217	231	1
218	231	5
219	231	3
220	231	5
221	231	6
222	231	4
223	231	1
224	231	5
225	231	4
226	231	8
227	231	16
228	231	2
229	231	2
230	231	12
231	231	3
232	231	5
233	231	2
234	231	8
235	231	4
236	231	3
237	231	5
238	231	13
239	231	6
240	231	5
241	231	2
242	231	7
243	231	4
244	231	7
245	231	3
246	231	7
247	231	6
248	231	5
249	231	4
250	231	8
251	231	7
252	231	15
253	231	31
254	231	31
255	231	1060
0	230	0.997938144329897
1	230	0.0247422680412371
2	230	0.0056701030927835
3	230	0.00360824742268041
4	230	0
5	230	0
6	230	0.00103092783505155
7	230	0
8	230	0
9	230	0.000515463917525773
10	230	0.000515463917525773
11	230	0.00103092783505155
12	230	0
13	230	0.00154639175257732
14	230	0.000515463917525773
15	230	0.000515463917525773
16	230	0.00360824742268041
17	230	0.00103092783505155
18	230	0
19	230	0
20	230	0.00103092783505155
21	230	0.00154639175257732
22	230	0.00103092783505155
23	230	0.000515463917525773
24	230	0.00103092783505155
25	230	1009
26	230	3
27	230	3
28	230	2
29	230	1
30	230	4
31	230	22
32	230	22
33	230	3
34	230	6
35	230	13
36	230	2
37	230	1
38	230	0
39	230	2
40	230	12
41	230	1
42	230	0
43	230	1
44	230	9
45	230	2
46	230	1
47	230	2
48	230	5
49	230	2
50	230	9
51	230	13
52	230	0
53	230	2
54	230	3
55	230	2
56	230	3
57	230	2
58	230	3
59	230	2
60	230	2
61	230	3
62	230	0
63	230	2
64	230	2
65	230	1
66	230	1
67	230	2
68	230	8
69	230	1
70	230	9
71	230	12
72	230	2
73	230	1
74	230	2
75	230	2
76	230	2
77	230	0
78	230	1
79	230	0
80	230	2
81	230	0
82	230	0
83	230	0
84	230	0
85	230	6
86	230	2
87	230	3
88	230	4
89	230	1
90	230	1
91	230	3
92	230	3
93	230	3
94	230	2
95	230	3
96	230	2
97	230	3
98	230	10
99	230	6
100	230	18
101	230	1
102	230	13
103	230	5
104	230	7
105	230	3
106	230	2
107	230	2
108	230	3
109	230	3
110	230	0
111	230	3
112	230	3
113	230	2
114	230	2
115	230	2
116	230	4
117	230	3
118	230	3
119	230	1
120	230	2
121	230	3
122	230	2
123	230	1
124	230	3
125	230	2
126	230	0
127	230	7
128	230	7
129	230	2
130	230	0
131	230	1
132	230	1
133	230	1
134	230	1
135	230	0
136	230	2
137	230	2
138	230	2
139	230	1
140	230	2
141	230	0
142	230	0
143	230	1
144	230	0
145	230	2
146	230	0
147	230	2
148	230	2
149	230	3
150	230	1
151	230	1
152	230	1
153	230	12
154	230	1
155	230	1
156	230	0
157	230	1
158	230	1
159	230	8
160	230	0
161	230	1
162	230	2
163	230	20
164	230	21
165	230	1
166	230	8
167	230	2
168	230	1
169	230	1
170	230	9
171	230	1
172	230	1
173	230	2
174	230	2
175	230	1
176	230	1
177	230	2
178	230	0
179	230	1
180	230	1
181	230	2
182	230	1
183	230	6
184	230	4
185	230	1
186	230	1
187	230	1
188	230	0
189	230	1
190	230	9
191	230	3
192	230	4
193	230	2
194	230	1
195	230	2
196	230	1
197	230	4
198	230	6
199	230	1
200	230	0
201	230	1
202	230	1
203	230	1
204	230	15
205	230	1
206	230	2
207	230	0
208	230	2
209	230	1
210	230	3
211	230	1
212	230	8
213	230	1
214	230	1
215	230	0
216	230	1
217	230	1
218	230	3
219	230	1
220	230	3
221	230	4
222	230	2
223	230	1
224	230	3
225	230	2
226	230	6
227	230	14
228	230	0
229	230	0
230	230	10
231	230	1
232	230	3
233	230	0
234	230	6
235	230	2
236	230	1
237	230	3
238	230	11
239	230	4
240	230	3
241	230	0
242	230	5
243	230	2
244	230	5
245	230	1
246	230	5
247	230	4
248	230	3
249	230	2
250	230	6
251	230	5
252	230	13
253	230	29
254	230	29
255	230	1058
0	229	0.999484536082474
1	229	0.0262886597938144
2	229	0.00721649484536083
3	229	0.00515463917525773
4	229	0.00154639175257732
5	229	0.00154639175257732
6	229	0.000515463917525773
7	229	0.00154639175257732
8	229	0.00154639175257732
9	229	0.00103092783505155
10	229	0.00206185567010309
11	229	0.000515463917525773
12	229	0.00154639175257732
13	229	0
14	229	0.00103092783505155
15	229	0.00103092783505155
16	229	0.00515463917525773
17	229	0.00257731958762887
18	229	0.00154639175257732
19	229	0.00154639175257732
20	229	0.000515463917525773
21	229	0
22	229	0.000515463917525773
23	229	0.00103092783505155
24	229	0.000515463917525773
25	229	0.00154639175257732
26	229	1009
27	229	0
28	229	1
29	229	2
30	229	7
31	229	25
32	229	25
33	229	6
34	229	9
35	229	16
36	229	5
37	229	4
38	229	3
39	229	5
40	229	15
41	229	4
42	229	3
43	229	2
44	229	12
45	229	5
46	229	2
47	229	5
48	229	8
49	229	1
50	229	12
51	229	16
52	229	3
53	229	1
54	229	0
55	229	1
56	229	0
57	229	1
58	229	0
59	229	1
60	229	1
61	229	6
62	229	3
63	229	1
64	229	1
65	229	2
66	229	4
67	229	1
68	229	11
69	229	4
70	229	12
71	229	15
72	229	1
73	229	2
74	229	1
75	229	1
76	229	1
77	229	3
78	229	2
79	229	3
80	229	1
81	229	3
82	229	3
83	229	3
84	229	3
85	229	9
86	229	1
87	229	0
88	229	7
89	229	4
90	229	2
91	229	0
92	229	0
93	229	6
94	229	5
95	229	0
96	229	1
97	229	0
98	229	13
99	229	9
100	229	21
101	229	2
102	229	16
103	229	8
104	229	10
105	229	0
106	229	1
107	229	1
108	229	0
109	229	0
110	229	3
111	229	0
112	229	0
113	229	1
114	229	1
115	229	1
116	229	1
117	229	0
118	229	0
119	229	2
120	229	1
121	229	0
122	229	5
123	229	2
124	229	0
125	229	1
126	229	3
127	229	10
128	229	10
129	229	1
130	229	3
131	229	2
132	229	2
133	229	4
134	229	2
135	229	3
136	229	1
137	229	1
138	229	1
139	229	2
140	229	5
141	229	3
142	229	3
143	229	2
144	229	3
145	229	1
146	229	3
147	229	1
148	229	1
149	229	0
150	229	2
151	229	2
152	229	2
153	229	15
154	229	4
155	229	2
156	229	3
157	229	2
158	229	4
159	229	11
160	229	3
161	229	4
162	229	5
163	229	23
164	229	24
165	229	2
166	229	11
167	229	1
168	229	2
169	229	2
170	229	12
171	229	2
172	229	2
173	229	1
174	229	5
175	229	2
176	229	4
177	229	1
178	229	3
179	229	2
180	229	4
181	229	1
182	229	4
183	229	9
184	229	7
185	229	2
186	229	4
187	229	2
188	229	3
189	229	2
190	229	12
191	229	6
192	229	7
193	229	1
194	229	4
195	229	1
196	229	2
197	229	7
198	229	9
199	229	2
200	229	3
201	229	2
202	229	4
203	229	2
204	229	18
205	229	4
206	229	5
207	229	3
208	229	1
209	229	2
210	229	6
211	229	4
212	229	11
213	229	2
214	229	4
215	229	3
216	229	2
217	229	2
218	229	6
219	229	4
220	229	6
221	229	7
222	229	5
223	229	2
224	229	6
225	229	5
226	229	9
227	229	17
228	229	3
229	229	3
230	229	13
231	229	4
232	229	6
233	229	3
234	229	9
235	229	5
236	229	4
237	229	6
238	229	14
239	229	7
240	229	6
241	229	3
242	229	8
243	229	5
244	229	8
245	229	4
246	229	8
247	229	7
248	229	6
249	229	5
250	229	9
251	229	8
252	229	16
253	229	32
254	229	32
255	229	1061
0	228	0.999484536082474
1	228	0.0262886597938144
2	228	0.00721649484536083
3	228	0.00515463917525773
4	228	0.00154639175257732
5	228	0.00154639175257732
6	228	0.000515463917525773
7	228	0.00154639175257732
8	228	0.00154639175257732
9	228	0.00103092783505155
10	228	0.00206185567010309
11	228	0.000515463917525773
12	228	0.00154639175257732
13	228	0
14	228	0.00103092783505155
15	228	0.00103092783505155
16	228	0.00515463917525773
17	228	0.00257731958762887
18	228	0.00154639175257732
19	228	0.00154639175257732
20	228	0.000515463917525773
21	228	0
22	228	0.000515463917525773
23	228	0.00103092783505155
24	228	0.000515463917525773
25	228	0.00154639175257732
26	228	0
27	228	1009
28	228	1
29	228	2
30	228	7
31	228	25
32	228	25
33	228	6
34	228	9
35	228	16
36	228	5
37	228	4
38	228	3
39	228	5
40	228	15
41	228	4
42	228	3
43	228	2
44	228	12
45	228	5
46	228	2
47	228	5
48	228	8
49	228	1
50	228	12
51	228	16
52	228	3
53	228	1
54	228	0
55	228	1
56	228	0
57	228	1
58	228	0
59	228	1
60	228	1
61	228	6
62	228	3
63	228	1
64	228	1
65	228	2
66	228	4
67	228	1
68	228	11
69	228	4
70	228	12
71	228	15
72	228	1
73	228	2
74	228	1
75	228	1
76	228	1
77	228	3
78	228	2
79	228	3
80	228	1
81	228	3
82	228	3
83	228	3
84	228	3
85	228	9
86	228	1
87	228	0
88	228	7
89	228	4
90	228	2
91	228	0
92	228	0
93	228	6
94	228	5
95	228	0
96	228	1
97	228	0
98	228	13
99	228	9
100	228	21
101	228	2
102	228	16
103	228	8
104	228	10
105	228	0
106	228	1
107	228	1
108	228	0
109	228	0
110	228	3
111	228	0
112	228	0
113	228	1
114	228	1
115	228	1
116	228	1
117	228	0
118	228	0
119	228	2
120	228	1
121	228	0
122	228	5
123	228	2
124	228	0
125	228	1
126	228	3
127	228	10
128	228	10
129	228	1
130	228	3
131	228	2
132	228	2
133	228	4
134	228	2
135	228	3
136	228	1
137	228	1
138	228	1
139	228	2
140	228	5
141	228	3
142	228	3
143	228	2
144	228	3
145	228	1
146	228	3
147	228	1
148	228	1
149	228	0
150	228	2
151	228	2
152	228	2
153	228	15
154	228	4
155	228	2
156	228	3
157	228	2
158	228	4
159	228	11
160	228	3
161	228	4
162	228	5
163	228	23
164	228	24
165	228	2
166	228	11
167	228	1
168	228	2
169	228	2
170	228	12
171	228	2
172	228	2
173	228	1
174	228	5
175	228	2
176	228	4
177	228	1
178	228	3
179	228	2
180	228	4
181	228	1
182	228	4
183	228	9
184	228	7
185	228	2
186	228	4
187	228	2
188	228	3
189	228	2
190	228	12
191	228	6
192	228	7
193	228	1
194	228	4
195	228	1
196	228	2
197	228	7
198	228	9
199	228	2
200	228	3
201	228	2
202	228	4
203	228	2
204	228	18
205	228	4
206	228	5
207	228	3
208	228	1
209	228	2
210	228	6
211	228	4
212	228	11
213	228	2
214	228	4
215	228	3
216	228	2
217	228	2
218	228	6
219	228	4
220	228	6
221	228	7
222	228	5
223	228	2
224	228	6
225	228	5
226	228	9
227	228	17
228	228	3
229	228	3
230	228	13
231	228	4
232	228	6
233	228	3
234	228	9
235	228	5
236	228	4
237	228	6
238	228	14
239	228	7
240	228	6
241	228	3
242	228	8
243	228	5
244	228	8
245	228	4
246	228	8
247	228	7
248	228	6
249	228	5
250	228	9
251	228	8
252	228	16
253	228	32
254	228	32
255	228	1061
0	227	0.998969072164948
1	227	0.0257731958762887
2	227	0.00670103092783505
3	227	0.00463917525773196
4	227	0.00103092783505155
5	227	0.00103092783505155
6	227	0
7	227	0.00103092783505155
8	227	0.00103092783505155
9	227	0.000515463917525773
10	227	0.00154639175257732
11	227	0
12	227	0.00103092783505155
13	227	0.000515463917525773
14	227	0.000515463917525773
15	227	0.000515463917525773
16	227	0.00463917525773196
17	227	0.00206185567010309
18	227	0.00103092783505155
19	227	0.00103092783505155
20	227	0
21	227	0.000515463917525773
22	227	0
23	227	0.000515463917525773
24	227	0
25	227	0.00103092783505155
26	227	0.000515463917525773
27	227	0.000515463917525773
28	227	1009
29	227	1
30	227	6
31	227	24
32	227	24
33	227	5
34	227	8
35	227	15
36	227	4
37	227	3
38	227	2
39	227	4
40	227	14
41	227	3
42	227	2
43	227	1
44	227	11
45	227	4
46	227	1
47	227	4
48	227	7
49	227	0
50	227	11
51	227	15
52	227	2
53	227	0
54	227	1
55	227	0
56	227	1
57	227	0
58	227	1
59	227	0
60	227	0
61	227	5
62	227	2
63	227	0
64	227	0
65	227	1
66	227	3
67	227	0
68	227	10
69	227	3
70	227	11
71	227	14
72	227	0
73	227	1
74	227	0
75	227	0
76	227	0
77	227	2
78	227	1
79	227	2
80	227	0
81	227	2
82	227	2
83	227	2
84	227	2
85	227	8
86	227	0
87	227	1
88	227	6
89	227	3
90	227	1
91	227	1
92	227	1
93	227	5
94	227	4
95	227	1
96	227	0
97	227	1
98	227	12
99	227	8
100	227	20
101	227	1
102	227	15
103	227	7
104	227	9
105	227	1
106	227	0
107	227	0
108	227	1
109	227	1
110	227	2
111	227	1
112	227	1
113	227	0
114	227	0
115	227	0
116	227	2
117	227	1
118	227	1
119	227	1
120	227	0
121	227	1
122	227	4
123	227	1
124	227	1
125	227	0
126	227	2
127	227	9
128	227	9
129	227	0
130	227	2
131	227	1
132	227	1
133	227	3
134	227	1
135	227	2
136	227	0
137	227	0
138	227	0
139	227	1
140	227	4
141	227	2
142	227	2
143	227	1
144	227	2
145	227	0
146	227	2
147	227	0
148	227	0
149	227	1
150	227	1
151	227	1
152	227	1
153	227	14
154	227	3
155	227	1
156	227	2
157	227	1
158	227	3
159	227	10
160	227	2
161	227	3
162	227	4
163	227	22
164	227	23
165	227	1
166	227	10
167	227	0
168	227	1
169	227	1
170	227	11
171	227	1
172	227	1
173	227	0
174	227	4
175	227	1
176	227	3
177	227	0
178	227	2
179	227	1
180	227	3
181	227	0
182	227	3
183	227	8
184	227	6
185	227	1
186	227	3
187	227	1
188	227	2
189	227	1
190	227	11
191	227	5
192	227	6
193	227	0
194	227	3
195	227	0
196	227	1
197	227	6
198	227	8
199	227	1
200	227	2
201	227	1
202	227	3
203	227	1
204	227	17
205	227	3
206	227	4
207	227	2
208	227	0
209	227	1
210	227	5
211	227	3
212	227	10
213	227	1
214	227	3
215	227	2
216	227	1
217	227	1
218	227	5
219	227	3
220	227	5
221	227	6
222	227	4
223	227	1
224	227	5
225	227	4
226	227	8
227	227	16
228	227	2
229	227	2
230	227	12
231	227	3
232	227	5
233	227	2
234	227	8
235	227	4
236	227	3
237	227	5
238	227	13
239	227	6
240	227	5
241	227	2
242	227	7
243	227	4
244	227	7
245	227	3
246	227	7
247	227	6
248	227	5
249	227	4
250	227	8
251	227	7
252	227	15
253	227	31
254	227	31
255	227	1060
0	226	0.998453608247423
1	226	0.0252577319587629
2	226	0.00618556701030928
3	226	0.00412371134020619
4	226	0.000515463917525773
5	226	0.000515463917525773
6	226	0.000515463917525773
7	226	0.000515463917525773
8	226	0.000515463917525773
9	226	0
10	226	0.00103092783505155
11	226	0.000515463917525773
12	226	0.000515463917525773
13	226	0.00103092783505155
14	226	0
15	226	0
16	226	0.00412371134020619
17	226	0.00154639175257732
18	226	0.000515463917525773
19	226	0.000515463917525773
20	226	0.000515463917525773
21	226	0.00103092783505155
22	226	0.000515463917525773
23	226	0
24	226	0.000515463917525773
25	226	0.000515463917525773
26	226	0.00103092783505155
27	226	0.00103092783505155
28	226	0.000515463917525773
29	226	1009
30	226	5
31	226	23
32	226	23
33	226	4
34	226	7
35	226	14
36	226	3
37	226	2
38	226	1
39	226	3
40	226	13
41	226	2
42	226	1
43	226	0
44	226	10
45	226	3
46	226	0
47	226	3
48	226	6
49	226	1
50	226	10
51	226	14
52	226	1
53	226	1
54	226	2
55	226	1
56	226	2
57	226	1
58	226	2
59	226	1
60	226	1
61	226	4
62	226	1
63	226	1
64	226	1
65	226	0
66	226	2
67	226	1
68	226	9
69	226	2
70	226	10
71	226	13
72	226	1
73	226	0
74	226	1
75	226	1
76	226	1
77	226	1
78	226	0
79	226	1
80	226	1
81	226	1
82	226	1
83	226	1
84	226	1
85	226	7
86	226	1
87	226	2
88	226	5
89	226	2
90	226	0
91	226	2
92	226	2
93	226	4
94	226	3
95	226	2
96	226	1
97	226	2
98	226	11
99	226	7
100	226	19
101	226	0
102	226	14
103	226	6
104	226	8
105	226	2
106	226	1
107	226	1
108	226	2
109	226	2
110	226	1
111	226	2
112	226	2
113	226	1
114	226	1
115	226	1
116	226	3
117	226	2
118	226	2
119	226	0
120	226	1
121	226	2
122	226	3
123	226	0
124	226	2
125	226	1
126	226	1
127	226	8
128	226	8
129	226	1
130	226	1
131	226	0
132	226	0
133	226	2
134	226	0
135	226	1
136	226	1
137	226	1
138	226	1
139	226	0
140	226	3
141	226	1
142	226	1
143	226	0
144	226	1
145	226	1
146	226	1
147	226	1
148	226	1
149	226	2
150	226	0
151	226	0
152	226	0
153	226	13
154	226	2
155	226	0
156	226	1
157	226	0
158	226	2
159	226	9
160	226	1
161	226	2
162	226	3
163	226	21
164	226	22
165	226	0
166	226	9
167	226	1
168	226	0
169	226	0
170	226	10
171	226	0
172	226	0
173	226	1
174	226	3
175	226	0
176	226	2
177	226	1
178	226	1
179	226	0
180	226	2
181	226	1
182	226	2
183	226	7
184	226	5
185	226	0
186	226	2
187	226	0
188	226	1
189	226	0
190	226	10
191	226	4
192	226	5
193	226	1
194	226	2
195	226	1
196	226	0
197	226	5
198	226	7
199	226	0
200	226	1
201	226	0
202	226	2
203	226	0
204	226	16
205	226	2
206	226	3
207	226	1
208	226	1
209	226	0
210	226	4
211	226	2
212	226	9
213	226	0
214	226	2
215	226	1
216	226	0
217	226	0
218	226	4
219	226	2
220	226	4
221	226	5
222	226	3
223	226	0
224	226	4
225	226	3
226	226	7
227	226	15
228	226	1
229	226	1
230	226	11
231	226	2
232	226	4
233	226	1
234	226	7
235	226	3
236	226	2
237	226	4
238	226	12
239	226	5
240	226	4
241	226	1
242	226	6
243	226	3
244	226	6
245	226	2
246	226	6
247	226	5
248	226	4
249	226	3
250	226	7
251	226	6
252	226	14
253	226	30
254	226	30
255	226	1059
0	225	0.995876288659794
1	225	0.022680412371134
2	225	0.00360824742268041
3	225	0.00154639175257732
4	225	0.00206185567010309
5	225	0.00206185567010309
6	225	0.00309278350515464
7	225	0.00206185567010309
8	225	0.00206185567010309
9	225	0.00257731958762887
10	225	0.00154639175257732
11	225	0.00309278350515464
12	225	0.00206185567010309
13	225	0.00360824742268041
14	225	0.00257731958762887
15	225	0.00257731958762887
16	225	0.00154639175257732
17	225	0.00103092783505155
18	225	0.00206185567010309
19	225	0.00206185567010309
20	225	0.00309278350515464
21	225	0.00360824742268041
22	225	0.00309278350515464
23	225	0.00257731958762887
24	225	0.00309278350515464
25	225	0.00206185567010309
26	225	0.00360824742268041
27	225	0.00360824742268041
28	225	0.00309278350515464
29	225	0.00257731958762887
30	225	1009
31	225	18
32	225	18
33	225	1
34	225	2
35	225	9
36	225	2
37	225	3
38	225	4
39	225	2
40	225	8
41	225	3
42	225	4
43	225	5
44	225	5
45	225	2
46	225	5
47	225	2
48	225	1
49	225	6
50	225	5
51	225	9
52	225	4
53	225	6
54	225	7
55	225	6
56	225	7
57	225	6
58	225	7
59	225	6
60	225	6
61	225	1
62	225	4
63	225	6
64	225	6
65	225	5
66	225	3
67	225	6
68	225	4
69	225	3
70	225	5
71	225	8
72	225	6
73	225	5
74	225	6
75	225	6
76	225	6
77	225	4
78	225	5
79	225	4
80	225	6
81	225	4
82	225	4
83	225	4
84	225	4
85	225	2
86	225	6
87	225	7
88	225	0
89	225	3
90	225	5
91	225	7
92	225	7
93	225	1
94	225	2
95	225	7
96	225	6
97	225	7
98	225	6
99	225	2
100	225	14
101	225	5
102	225	9
103	225	1
104	225	3
105	225	7
106	225	6
107	225	6
108	225	7
109	225	7
110	225	4
111	225	7
112	225	7
113	225	6
114	225	6
115	225	6
116	225	8
117	225	7
118	225	7
119	225	5
120	225	6
121	225	7
122	225	2
123	225	5
124	225	7
125	225	6
126	225	4
127	225	3
128	225	3
129	225	6
130	225	4
131	225	5
132	225	5
133	225	3
134	225	5
135	225	4
136	225	6
137	225	6
138	225	6
139	225	5
140	225	2
141	225	4
142	225	4
143	225	5
144	225	4
145	225	6
146	225	4
147	225	6
148	225	6
149	225	7
150	225	5
151	225	5
152	225	5
153	225	8
154	225	3
155	225	5
156	225	4
157	225	5
158	225	3
159	225	4
160	225	4
161	225	3
162	225	2
163	225	16
164	225	17
165	225	5
166	225	4
167	225	6
168	225	5
169	225	5
170	225	5
171	225	5
172	225	5
173	225	6
174	225	2
175	225	5
176	225	3
177	225	6
178	225	4
179	225	5
180	225	3
181	225	6
182	225	3
183	225	2
184	225	0
185	225	5
186	225	3
187	225	5
188	225	4
189	225	5
190	225	5
191	225	1
192	225	0
193	225	6
194	225	3
195	225	6
196	225	5
197	225	0
198	225	2
199	225	5
200	225	4
201	225	5
202	225	3
203	225	5
204	225	11
205	225	3
206	225	2
207	225	4
208	225	6
209	225	5
210	225	1
211	225	3
212	225	4
213	225	5
214	225	3
215	225	4
216	225	5
217	225	5
218	225	1
219	225	3
220	225	1
221	225	0
222	225	2
223	225	5
224	225	1
225	225	2
226	225	2
227	225	10
228	225	4
229	225	4
230	225	6
231	225	3
232	225	1
233	225	4
234	225	2
235	225	2
236	225	3
237	225	1
238	225	7
239	225	0
240	225	1
241	225	4
242	225	1
243	225	2
244	225	1
245	225	3
246	225	1
247	225	0
248	225	1
249	225	2
250	225	2
251	225	1
252	225	9
253	225	25
254	225	25
255	225	1054
0	224	0.98659793814433
1	224	0.0134020618556701
2	224	0.0056701030927835
3	224	0.0077319587628866
4	224	0.011340206185567
5	224	0.011340206185567
6	224	0.0123711340206186
7	224	0.011340206185567
8	224	0.011340206185567
9	224	0.0118556701030928
10	224	0.0108247422680412
11	224	0.0123711340206186
12	224	0.011340206185567
13	224	0.0128865979381443
14	224	0.0118556701030928
15	224	0.0118556701030928
16	224	0.0077319587628866
17	224	0.0103092783505155
18	224	0.011340206185567
19	224	0.011340206185567
20	224	0.0123711340206186
21	224	0.0128865979381443
22	224	0.0123711340206186
23	224	0.0118556701030928
24	224	0.0123711340206186
25	224	0.011340206185567
26	224	0.0128865979381443
27	224	0.0128865979381443
28	224	0.0123711340206186
29	224	0.0118556701030928
30	224	0.00927835051546392
31	224	1009
32	224	0
33	224	19
34	224	16
35	224	9
36	224	20
37	224	21
38	224	22
39	224	20
40	224	10
41	224	21
42	224	22
43	224	23
44	224	13
45	224	20
46	224	23
47	224	20
48	224	17
49	224	24
50	224	13
51	224	9
52	224	22
53	224	24
54	224	25
55	224	24
56	224	25
57	224	24
58	224	25
59	224	24
60	224	24
61	224	19
62	224	22
63	224	24
64	224	24
65	224	23
66	224	21
67	224	24
68	224	14
69	224	21
70	224	13
71	224	10
72	224	24
73	224	23
74	224	24
75	224	24
76	224	24
77	224	22
78	224	23
79	224	22
80	224	24
81	224	22
82	224	22
83	224	22
84	224	22
85	224	16
86	224	24
87	224	25
88	224	18
89	224	21
90	224	23
91	224	25
92	224	25
93	224	19
94	224	20
95	224	25
96	224	24
